query,topIntent,conversationName,description,answer,enabled
Retail - Can the system remind me of my payments or installments?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.system.remind.payment.instal,FAQ: Retail - Can the system remind me of my payments or installments?,,"Yes.  A new special service “Remind me allows you to set up multiple reminders with different frequencies by going to the Dashboard, choose a title for the reminder, a currency and, the start/end dates and follow the steps shown.",TRUE
أفراد - Can I view the details of the different investment funds?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.differ.type.mutual.fund.view,FAQ: أفراد - Can the details of the different types of mutual funds be viewed?,,"Yes, log in and select “Mutual Funds from the menu, then click on “Investment Details” to view all details.",TRUE
Retail - Can the details of the different types of mutual funds be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.differ.type.mutual.fund.view,FAQ: Retail - Can the details of the different types of mutual funds be viewed?,,"Yes, log in and select “Mutual Funds from the menu, then click on “Investment Details” to view all details.",TRUE
"أفراد - I do not have an investment funds account, how can I create an account?",ANS.FAQs.alAhlyNet.nbe.mobile.ret.not.mutual.fund.acc.account.creat,"FAQ: أفراد - I do not have a mutual fund account, how can an account be created?",,You can create an investment account for the first time by selecting the mutual funds service and clicking on “Place Orders then “Purchase Mutual Funds” to be directed to the screen of opening investment accounts and selecting accounts to be linked to the investment account.,TRUE
"Retail - I do not have a mutual fund account, how can an account be created?",ANS.FAQs.alAhlyNet.nbe.mobile.ret.not.mutual.fund.acc.account.creat,"FAQ: Retail - I do not have a mutual fund account, how can an account be created?",,You can create an investment account for the first time by selecting the mutual funds service and clicking on “Place Orders then “Purchase Mutual Funds” to be directed to the screen of opening investment accounts and selecting accounts to be linked to the investment account.,TRUE
أفراد - What is the primary account that is designated when opening the investment account?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.primari.acc.assign.upon.open.invest.account,FAQ: أفراد - What is the primary account assigned upon opening an investment account?  ,,The primary account is the account which receives the coupons of mutual fund certificates. It can be changed later if you wish.,TRUE
Retail - What is the primary account assigned upon opening an investment account?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.primari.acc.assign.upon.open.invest.account,FAQ: Retail - What is the primary account assigned upon opening an investment account?  ,,The primary account is the account which receives the coupons of mutual fund certificates. It can be changed later if you wish.,TRUE
أفراد - What are the details of the investment funds that I can get?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.mutual.fund.view,FAQ: أفراد - What are the details of mutual funds that can be viewed?,,"•	Outstanding certificate balance 
•	Current value of outstanding certificate balance
•	Latest price of mutual fund certificates
•	Profit share received  ",TRUE
Retail - What are the details of mutual funds that can be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.mutual.fund.view,FAQ: Retail - What are the details of mutual funds that can be viewed?,,"•	Outstanding certificate balance 
•	Current value of outstanding certificate balance
•	Latest price of mutual fund certificates
•	Profit share received  ",TRUE
أفراد - Can I view the credit cards of the National Bank of Egypt through Al-Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.view.detail.credit.card,FAQ: أفراد - Can I view the details of NBE credit cards via Al Ahly Net?,,"Yes. Using the cards services, you can do the following:  
•	Obtain a credit card summary including: Current balance, available limit and payment due date details 
•	Download monthly statements of account. 
•	Make credit card payments. 
•	Inquire about suspended amounts. 
•	Inquire about transactions during the current month. ",TRUE
Retail - Can I view the details of NBE credit cards via Al Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.view.detail.credit.card,FAQ: Retail - Can I view the details of NBE credit cards via Al Ahly Net?,,"Yes. Using the cards services, you can do the following:  
•	Obtain a credit card summary including: Current balance, available limit and payment due date details 
•	Download monthly statements of account. 
•	Make credit card payments. 
•	Inquire about suspended amounts. 
•	Inquire about transactions during the current month. ",TRUE
أفراد - Can I pay credit card dues?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.credit.card.due.payment,FAQ: أفراد - Can I make credit card due payments?,,"Yes, the payment of credit card due amounts is available to Al Ahly Net/NBE Mobile subscribers.",TRUE
Retail - Can I make credit card due payments?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.credit.card.due.payment,FAQ: Retail - Can I make credit card due payments?,,"Yes, the payment of credit card due amounts is available to Al Ahly Net/NBE Mobile subscribers.",TRUE
أفراد - What are the services available for the direct debit card through Al-Ahly Net / Al-Ahly Mobile services?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.debit.card.avail,FAQ: أفراد - What are the debit card services available through Al Ahly Net/ NBE Mobile?,,"•	Activate new/renewed debit card.
•	Request new PIN.
•   Reset the number of failed attempts to zero to enter the PIN .
•	Stop the current card and issue a new one.
",TRUE
Retail - What are the debit card services available through Al Ahly Net/ NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.debit.card.avail,FAQ: Retail - What are the debit card services available through Al Ahly Net/ NBE Mobile?,,"•	Activate new/renewed debit card.
•	Request new PIN.
•   Reset the number of failed attempts to zero to enter the PIN .
•	Stop the current card and issue a new one.
",TRUE
أفراد - Are direct debit card services used for the original and supplementary card?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.debit.card.avail.origin.supplementari.card,FAQ: أفراد - Are debit card services available for both the original and supplementary cards?,,"Yes, debit card services are available for both the original and supplementary cards.",TRUE
Retail - Are debit card services available for both the original and supplementary cards?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.debit.card.avail.origin.supplementari.card,FAQ: Retail - Are debit card services available for both the original and supplementary cards?,,"Yes, debit card services are available for both the original and supplementary cards.",TRUE
أفراد - Can I view the different details of prepaid cards?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.differ.detail.prepaid.card.view,FAQ: أفراد - Can the different details of prepaid cards be viewed?,,"Yes, log in and go to the menu, select “Prepaid Cards, then click on “Card Details” to view all details.  ",TRUE
Retail - Can the different details of prepaid cards be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.differ.detail.prepaid.card.view,FAQ: Retail - Can the different details of prepaid cards be viewed?,,"Yes, log in and go to the menu, select “Prepaid Cards, then click on “Card Details” to view all details.  ",TRUE
أفراد - What services can I get for prepaid cards?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.avail.prepaid.card,FAQ: أفراد - What are the services available for prepaid cards?,,"•	Inquire about transactions on the card.
•	Activate new and renewed cards.
•	Reset PIN by zeroing out the number of failed attempts  
•	Stop the current card and issue a new one. 
•	Make a transfer to the prepaid card
•   Set a new PIN.",TRUE
Retail - What are the services available for prepaid cards?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.avail.prepaid.card,FAQ: Retail - What are the services available for prepaid cards?,,"•	Inquire about transactions on the card.
•	Activate new and renewed cards.
•	Reset PIN by zeroing out the number of failed attempts  
•	Stop the current card and issue a new one. 
•	Make a transfer to the prepaid card
•   Set a new PIN.",TRUE
أفراد - Can I apply for Al Ahly Bank of Egypt products?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.appli.product,FAQ: أفراد - Can I apply for NBE’s products?,,"Yes, you can apply for a personal or auto loan/credit card via Al Ahly Net/NBE Mobile after completing and uploading all required documents.",TRUE
Retail - Can I apply for NBE’s products?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.appli.product,FAQ: Retail - Can I apply for NBE’s products?,,"Yes, you can apply for a personal or auto loan/credit card via Al Ahly Net/NBE Mobile after completing and uploading all required documents.",TRUE
أفراد - How can I follow up on the status of a loan application that has been submitted?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.statu.submit.loan.app,FAQ: أفراد - Can I track the status of the submitted loan application? ,,"You can track the loan status by going to the menu, and clicking on “Loan/Credit Card Application, then clicking on “Track Application” to view the application status.  ",TRUE
Retail - Can I track the status of the submitted loan application?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.statu.submit.loan.app,FAQ: Retail - Can I track the status of the submitted loan application? ,,"You can track the loan status by going to the menu, and clicking on “Loan/Credit Card Application, then clicking on “Track Application” to view the application status.  ",TRUE
أفراد - Can I amend personal data through Al-Ahly Net / Al-Ahly Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.amend.person.info,FAQ: أفراد - Can I amend my personal information via Al Ahly Net/ NBE Mobile?,,"Yes, you can amend the following personal information via Al Ahly Net/ NBE Mobile: email, number of dependents, educational qualification, type of residence, home phone number, correspondence address and annual income category.",TRUE
Retail - Can I amend my personal information via Al Ahly Net/ NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.amend.person.info,FAQ: Retail - Can I amend my personal information via Al Ahly Net/ NBE Mobile?,,"Yes, you can amend the following personal information via Al Ahly Net/ NBE Mobile: email, number of dependents, educational qualification, type of residence, home phone number, correspondence address and annual income category.",TRUE
أفراد - Does the standing instruction service allow transfers outside the client's accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.stand.instruct.enabl.make.transfer.outsid.custom.acc,FAQ: أفراد - Do standing instructions enable making transfer outside the customer's accounts?,," Yes, this service enables you to set up standing instructions to make transfers to other customers of National Bank of Egypt only. The beneficiary account has to be registered first then a hard token/ soft token is used to authorize the transfer to ensure successful execution.   ",TRUE
Retail - Do standing instructions enable making transfer outside the customer's accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.stand.instruct.enabl.make.transfer.outsid.custom.acc,FAQ: Retail - Do standing instructions enable making transfer outside the customer's accounts?,," Yes, this service enables you to set up standing instructions to make transfers to other customers of National Bank of Egypt only. The beneficiary account has to be registered first then a hard token/ soft token is used to authorize the transfer to ensure successful execution.   ",TRUE
أفراد - Can I modify or stop standing instructions that have been created?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.stand.instruct.modifi.stop,FAQ: أفراد - Can standing instructions be modified or stopped?,,"Yes, you can stop standing instructions but you cannot modify them.",TRUE
Retail - Can standing instructions be modified or stopped?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.stand.instruct.modifi.stop,FAQ: Retail - Can standing instructions be modified or stopped?,,"Yes, you can stop standing instructions but you cannot modify them.",TRUE
أفراد - Can I see the details of the implemented standing instructions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.execut.stand.instruct.view,FAQ: أفراد - Can the details of executed standing instructions be viewed?,,"Yes, you can view the number of both executed and unexecuted standing instructions.    ",TRUE
Retail - Can the details of executed standing instructions be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.execut.stand.instruct.view,FAQ: Retail - Can the details of executed standing instructions be viewed?,,"Yes, you can view the number of both executed and unexecuted standing instructions.    ",TRUE
أفراد - Can I set a basic account to conduct financial transactions from it?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.primari.acc.select.carri.financi.transact,FAQ: أفراد - Can a primary account be selected for carrying out financial transactions?,,"Yes, you can select a favourite account to be the primary account for carrying out financial transactions by going to the menu>Personal Information and Settings>Primary Account Number",TRUE
Retail - Can a primary account be selected for carrying out financial transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.primari.acc.select.carri.financi.transact,FAQ: Retail - Can a primary account be selected for carrying out financial transactions?,,"Yes, you can select a favourite account to be the primary account for carrying out financial transactions by going to the menu>Personal Information and Settings>Primary Account Number",TRUE
أفراد - Can I open an account through Al-Ahly Net and Mobile Banking?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.open.acc,FAQ: أفراد - Can I open an account via Al Ahly Net/NBE Mobile?,,"Yes, you can open a new sub-account as long as you do not have the same type of account in the same currency. Your personal information must also be updated. In case a message indicating that your personal information expired is displayed, refer to the branch to update your information. ",TRUE
Retail - Can I open an account via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.open.acc,FAQ: Retail - Can I open an account via Al Ahly Net/NBE Mobile?,,"Yes, you can open a new sub-account as long as you do not have the same type of account in the same currency. Your personal information must also be updated. In case a message indicating that your personal information expired is displayed, refer to the branch to update your information. ",TRUE
أفراد - Can I select the new sub-account branch?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.choos.branch.new.sub.acc,FAQ: أفراد - Can I choose the branch of the new sub-account?,,"Yes, you can choose the branch and governorate.",TRUE
Retail - Can I choose the branch of the new sub-account?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.choos.branch.new.sub.acc,FAQ: Retail - Can I choose the branch of the new sub-account?,,"Yes, you can choose the branch and governorate.",TRUE
أفراد - Is it possible to submit an I-Score credit inquiry request through Al-Ahly Net / Al-Ahly Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.submit.score.credit.report.request,FAQ: أفراد - Can I submit an I-Score credit report request via Al Ahly Net/NBE Mobile?,,You can now submit an I-Score credit report request via Al Ahly Net/NBE Mobile to receive the report directly and save it in PDF format.,TRUE
Retail - Can I submit an I-Score credit report request via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.submit.score.credit.report.request,FAQ: Retail - Can I submit an I-Score credit report request via Al Ahly Net/NBE Mobile?,,You can now submit an I-Score credit report request via Al Ahly Net/NBE Mobile to receive the report directly and save it in PDF format.,TRUE
شركات - What services are available through Al-Ahly Net and Al-Ahly Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.avail,FAQ: شركات -  What are the services available via Al Ahly Net/ NBE Mobile?,,"o	Inquire about accounts, certificates, deposits, loans and mutual fund certificates. 
o	Inquire about letters of guarantee, marine letters of guarantees, documentary collections and shipping bills.
o	Transfers (internal/domestic transfers).
o	Purchase and redeem deposits and certificates and amend their maturity instructions. 
o	Purchase and redeem mutual fund certificates. 
o	Fawry payment services.
o	Transfer funds to e-wallets. 
o	Donations. 
o	Other services (Click here to show all Al Ahly Net-Corporate services via our website)

",TRUE
Corp - What are the services available via Al Ahly Net/ NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.avail,FAQ: Corp -  What are the services available via Al Ahly Net/ NBE Mobile?,,"o	Inquire about accounts, certificates, deposits, loans and mutual fund certificates. 
o	Inquire about letters of guarantee, marine letters of guarantees, documentary collections and shipping bills.
o	Transfers (internal/domestic transfers).
o	Purchase and redeem deposits and certificates and amend their maturity instructions. 
o	Purchase and redeem mutual fund certificates. 
o	Fawry payment services.
o	Transfer funds to e-wallets. 
o	Donations. 
o	Other services (Click here to show all Al Ahly Net-Corporate services via our website)

",TRUE
شركات - How can I subscribe to Al-Ahly Net / Al-Ahly Mobile service?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.subscrib,FAQ: شركات -  How can I subscribe to Al Ahly Net & Al Ahly Mobile?,, You can subscribe by visiting the nearest NBE branch.,TRUE
Corp - How can I subscribe to Al Ahly Net & Al Ahly Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.subscrib,FAQ: Corp -  How can I subscribe to Al Ahly Net & Al Ahly Mobile?,, You can subscribe by visiting the nearest NBE branch.,TRUE
شركات - How can I get the password for Al-Ahly Net / Al-Ahly Mobile service?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.password.us,FAQ: شركات -  How can I get a password to use Al Ahly Net & NBE Mobile? ,," After subscribing to the service, the user name and corporate ID will be sent to the email registered in the application and a “Login Passcode will be sent to the mobile phone registered at the bank to be used in creating your ""Login Password”.",TRUE
Corp - How can I get a password to use Al Ahly Net & NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.password.us,FAQ: Corp -  How can I get a password to use Al Ahly Net & NBE Mobile? ,," After subscribing to the service, the user name and corporate ID will be sent to the email registered in the application and a “Login Passcode will be sent to the mobile phone registered at the bank to be used in creating your ""Login Password”.",TRUE
شركات - Can I change the Login Password?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.login.password.chang,"FAQ: شركات -  Can the ""Login Password” be changed?",," Yes, you can change the ""Login Password by clicking on “Change Password>Enter Old Password> New Password>Confirm New Password”. ",TRUE
"Corp - Can the ""Login Password” be changed?",ANS.FAQs.alAhlyNet.nbe.mobile.corp.login.password.chang,"FAQ: Corp -  Can the ""Login Password” be changed?",," Yes, you can change the ""Login Password by clicking on “Change Password>Enter Old Password> New Password>Confirm New Password”. ",TRUE
شركات - What happens if the password is entered incorrectly?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.happen.incorrect.login.password.enter,FAQ: شركات -  What happens if an incorrect login password is entered?,,"  In case of making 5 failed attempts to enter the login password, the user will be suspended and the “Forgot Password service can be used to receive a new passcode on your mobile or visit the nearest branch to request a new passcode to be sent to your mobile phone. ",TRUE
Corp - What happens if an incorrect login password is entered?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.happen.incorrect.login.password.enter,FAQ: Corp -  What happens if an incorrect login password is entered?,,"  In case of making 5 failed attempts to enter the login password, the user will be suspended and the “Forgot Password service can be used to receive a new passcode on your mobile or visit the nearest branch to request a new passcode to be sent to your mobile phone. ",TRUE
شركات - Which types of browsers can be used?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.web.browser.us.access,FAQ: شركات -  Which web browser can be used to access Al Ahly Net?,," Supported browsers are Microsoft Edge, Firefox & Google Chrome. Please use the latest versions of these browsers to ensure that the system runs smoothly.",TRUE
Corp - Which web browser can be used to access Al Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.web.browser.us.access,FAQ: Corp -  Which web browser can be used to access Al Ahly Net?,," Supported browsers are Microsoft Edge, Firefox & Google Chrome. Please use the latest versions of these browsers to ensure that the system runs smoothly.",TRUE
شركات - Does Al Ahly Mobile application support Android and IOS systems?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.app.support.android.io.oper.system,FAQ: شركات -  Is Al Ahly Mobile application supported by Android and IOS mobile operating systems?  ,," Yes, the application is supported by Android 9 and later versions and IOS 11 and later versions.",TRUE
Corp - Is Al Ahly Mobile application supported by Android and IOS mobile operating systems?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.app.support.android.io.oper.system,FAQ: Corp -  Is Al Ahly Mobile application supported by Android and IOS mobile operating systems?  ,," Yes, the application is supported by Android 9 and later versions and IOS 11 and later versions.",TRUE
شركات - What is the maximum number of users per company?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.max.number.user.singl.corp.custom,FAQ: شركات -  What is the maximum number of users for a single corporate customer?,, There is no maximum limit for the number of corporate users including makers and checkers.  ,TRUE
Corp - What is the maximum number of users for a single corporate customer?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.max.number.user.singl.corp.custom,FAQ: Corp -  What is the maximum number of users for a single corporate customer?,, There is no maximum limit for the number of corporate users including makers and checkers.  ,TRUE
شركات - Is it possible to carry out financial transactions through a preparer and reviewer?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.financi.transact.carri.maker.checker,FAQ: شركات -  Can financial transactions be carried out by both a maker and a checker?,," Yes, financial transactions can be carried out by a maker and a checker. The corporate customer may also specify up to five levels of revision for each transaction. Confirmation steps of a financial transactions can be set up through a group of checkers in a single menu for confirmation by any one user or checker in each revision level according to the financial authority granted by the corporate customer to each user.",TRUE
Corp - Can financial transactions be carried out by both a maker and a checker?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.financi.transact.carri.maker.checker,FAQ: Corp -  Can financial transactions be carried out by both a maker and a checker?,," Yes, financial transactions can be carried out by a maker and a checker. The corporate customer may also specify up to five levels of revision for each transaction. Confirmation steps of a financial transactions can be set up through a group of checkers in a single menu for confirmation by any one user or checker in each revision level according to the financial authority granted by the corporate customer to each user.",TRUE
شركات - Can Soft Token be used for companies?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.corp.custom.us.soft.token,FAQ: شركات -  Can a corporate customer use a soft token?,, Not available. Corporate customers can only obtain a hard token from the nearest NBE branch.,TRUE
Corp - Can a corporate customer use a soft token?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.corp.custom.us.soft.token,FAQ: Corp -  Can a corporate customer use a soft token?,, Not available. Corporate customers can only obtain a hard token from the nearest NBE branch.,TRUE
شركات - Can I use Al Ahly Mobile application to conduct financial transactions for companies?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.us.carri.financi.transact.corp.custom,FAQ: شركات -  Can Al Ahly Mobile be used in carrying out the financial transactions of a corporate customer?,," Yes, it can be used.  ",TRUE
Corp - Can Al Ahly Mobile be used in carrying out the financial transactions of a corporate customer?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.us.carri.financi.transact.corp.custom,FAQ: Corp -  Can Al Ahly Mobile be used in carrying out the financial transactions of a corporate customer?,," Yes, it can be used.  ",TRUE
شركات - Is logging in to the Mobile Banking service using the fingerprint ID or the face ID available for corporate customers?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.log.us.facial.recognit.fingerprint.avail.corp.custom,FAQ: شركات - Is logging in to Al Ahly Mobile using facial recognition/fingerprint available to corporate customers?,,"Yes, it is available to corporate customers if supported by the mobile phone used.",TRUE
Corp - Is logging in to Al Ahly Mobile using facial recognition/fingerprint available to corporate customers?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.log.us.facial.recognit.fingerprint.avail.corp.custom,FAQ: Corp - Is logging in to Al Ahly Mobile using facial recognition/fingerprint available to corporate customers?,,"Yes, it is available to corporate customers if supported by the mobile phone used.",TRUE
شركات - How can I log in to the Mobile Banking Service using the Fingerprint ID / Face ID?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.adjust.login.set.enabl.facial.recognit.fingerprint,FAQ: شركات - How can I adjust Al Ahly Mobile login settings to enable facial recognition/fingerprint? ,,"You can log in using facial recognition/fingerprint by logging in using the biometric authentication on the login page, or going to menu>Account Settings>Personal Preferences>Biometric Authentication>Enable Biometric Authentication Login, then enter the password and OTP sent to the mobile phone to enable facial recognition/fingerprint ",TRUE
Corp - How can I adjust Al Ahly Mobile login settings to enable facial recognition/fingerprint?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.adjust.login.set.enabl.facial.recognit.fingerprint,FAQ: Corp - How can I adjust Al Ahly Mobile login settings to enable facial recognition/fingerprint? ,,"You can log in using facial recognition/fingerprint by logging in using the biometric authentication on the login page, or going to menu>Account Settings>Personal Preferences>Biometric Authentication>Enable Biometric Authentication Login, then enter the password and OTP sent to the mobile phone to enable facial recognition/fingerprint ",TRUE
شركات - Can I use the face print/fingerprint together to access the Mobile Banking service?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.facial.recognit.fingerprint.us.togeth.log,FAQ: شركات - Can facial recognition & fingerprint be used together to log in to Al Ahly Mobile?,,"Yes, in case your mobile phone supports using facial recognition & fingerprint simultaneously, they can both be used for login.",TRUE
Corp - Can facial recognition & fingerprint be used together to log in to Al Ahly Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.facial.recognit.fingerprint.us.togeth.log,FAQ: Corp - Can facial recognition & fingerprint be used together to log in to Al Ahly Mobile?,,"Yes, in case your mobile phone supports using facial recognition & fingerprint simultaneously, they can both be used for login.",TRUE
شركات - How can I follow the financial transactions of the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.track.financi.transact.carri.acc,FAQ: شركات -  How can I track financial transactions carried out on the accounts?,," Go to the menu>Current and Savings >Account Activity”>  choose “From” and “To” dates from the drop down menu, then click on “Apply”; or go to “Account Details” then click on “Account Activity” icon.",TRUE
Corp - How can I track financial transactions carried out on the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.track.financi.transact.carri.acc,FAQ: Corp -  How can I track financial transactions carried out on the accounts?,," Go to the menu>Current and Savings >Account Activity”>  choose “From” and “To” dates from the drop down menu, then click on “Apply”; or go to “Account Details” then click on “Account Activity” icon.",TRUE
شركات - Can I print the financial transactions of the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.financi.transact.print,FAQ: شركات -  Can financial transactions be printed?,," Yes, the account activity can be printed and saved in PDF, CSV & MT940 formats for corporate customers.",TRUE
Corp - Can financial transactions be printed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.financi.transact.print,FAQ: Corp -  Can financial transactions be printed?,," Yes, the account activity can be printed and saved in PDF, CSV & MT940 formats for corporate customers.",TRUE
شركات - Is it possible to view account activity for debit transactions only or only for credit transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.debit.credit.transact.view.separ,FAQ: شركات -  Can debit and credit transactions be viewed separately?,," Yes, you can view debit transactions only or credit transactions only by choosing the transaction type from the drop down menu on the “Account Activity screen.",TRUE
Corp - Can debit and credit transactions be viewed separately?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.debit.credit.transact.view.separ,FAQ: Corp -  Can debit and credit transactions be viewed separately?,," Yes, you can view debit transactions only or credit transactions only by choosing the transaction type from the drop down menu on the “Account Activity screen.",TRUE
شركات - How can I get account details?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.acc.detail.obtain,FAQ: شركات -  How can the account details be obtained?,," Go to menu>Accounts> Current and Savings> Account Details, then select the account via Account Financial Summary, or select the account you wish to view from the “Account Financial Summary from “Home” page.",TRUE
Corp - How can the account details be obtained?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.acc.detail.obtain,FAQ: Corp -  How can the account details be obtained?,," Go to menu>Accounts> Current and Savings> Account Details, then select the account via Account Financial Summary, or select the account you wish to view from the “Account Financial Summary from “Home” page.",TRUE
شركات - What account details can be obtained?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.acc.detail.view,FAQ: شركات -  What are the account details that can be viewed?,, Account type/currency>Branch>Account status>Account opening date>IBAN No.>Net available balance>Amount on hold>Amount under collection>Equivalent balance>Withdrawal limit>Utilized balance>Minimum balance required.,TRUE
Corp - What are the account details that can be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.acc.detail.view,FAQ: Corp -  What are the account details that can be viewed?,, Account type/currency>Branch>Account status>Account opening date>IBAN No.>Net available balance>Amount on hold>Amount under collection>Equivalent balance>Withdrawal limit>Utilized balance>Minimum balance required.,TRUE
شركات - Can I set a basic account to conduct financial transactions from it?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.primari.acc.select.carri.financi.transact,FAQ: شركات - Can a primary account be selected for carrying out financial transaction? ,,"Yes, you can select a favorite account to be the primary account for carrying out financial transactions by going to the main menu > Account Settings > Personal Preferences > Primary Account Number",TRUE
Corp - Can a primary account be selected for carrying out financial transaction?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.primari.acc.select.carri.financi.transact,FAQ: Corp - Can a primary account be selected for carrying out financial transaction? ,,"Yes, you can select a favorite account to be the primary account for carrying out financial transactions by going to the main menu > Account Settings > Personal Preferences > Primary Account Number",TRUE
شركات - Can I view all kinds of deposits and certificates in different currencies?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.type.deposit.cert.differ.currenc.view,FAQ: شركات - Can all types of deposits/certificates in different currencies be viewed?,,"Yes, log in and click on ""Accounts"" from the main menu, select "" Certificates/Deposits"" then click on ""Certificates/Deposits Details"".",TRUE
Corp - Can all types of deposits/certificates in different currencies be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.type.deposit.cert.differ.currenc.view,FAQ: Corp - Can all types of deposits/certificates in different currencies be viewed?,,"Yes, log in and click on ""Accounts"" from the main menu, select "" Certificates/Deposits"" then click on ""Certificates/Deposits Details"".",TRUE
شركات - How can I get detailed information about deposit accounts or certificates?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.cert.deposit.view,FAQ: شركات - How can the details of the certificate/deposit be viewed?,,"All the details of deposits and certificates can be viewed through clicking on ""Certificates/Deposits"" on the home page, then click on the certificate/deposit number to view its details.",TRUE
Corp - How can the details of the certificate/deposit be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.cert.deposit.view,FAQ: Corp - How can the details of the certificate/deposit be viewed?,,"All the details of deposits and certificates can be viewed through clicking on ""Certificates/Deposits"" on the home page, then click on the certificate/deposit number to view its details.",TRUE
