query,topIntent,conversationName,description,answer,enabled
كيف يمكنني الحصول على معلومات تفصيلية عن حسابات القروض؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.loan.acc.view,FAQ: How can the details of loan accounts be viewed?,,You can inquire about loan details by going to the menu>Accounts>Loans and Finances>Loan Details.  ,TRUE
What are the details of loans that can be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.loan.view,FAQ: What are the details of loans that can be viewed?,,"•	Product name
•	Loan account number
•	Account currency
•	Sanctioned loan amount
•	Loan outstanding
•	Interest rate
•	Account opening and maturity dates
•	Amounts paid to date
•	Installments paid
•	Loan tenure
•	Next installment amount
•	Remaining installments",TRUE
ما هي التفاصيل الخاصة بالقروض التي يمكنني الحصول عليها؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.loan.view,FAQ: What are the details of loans that can be viewed?,,"•	Product name
•	Loan account number
•	Account currency
•	Sanctioned loan amount
•	Loan outstanding
•	Interest rate
•	Account opening and maturity dates
•	Amounts paid to date
•	Installments paid
•	Loan tenure
•	Next installment amount
•	Remaining installments",TRUE
How can I view a statement of loan accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.view.statement.loan.acc,FAQ: How can I view a statement of loan accounts?,,Go to the menu>Accounts>Loans and Finances>Loan Account Activity then select the account and one of the display parameters.,TRUE
كيف يمكنني عرض كشف حسابات القروض؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.view.statement.loan.acc,FAQ: How can I view a statement of loan accounts?,,Go to the menu>Accounts>Loans and Finances>Loan Account Activity then select the account and one of the display parameters.,TRUE
Can I print a statement of loan accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.print.statement.loan.acc,FAQ: Can I print a statement of loan accounts?,,"Yes, you can print and save a loan account statement in PDF format.",TRUE
كيف يمكنني طباعة كشف حساب القرض؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.print.statement.loan.acc,FAQ: Can I print a statement of loan accounts?,,"Yes, you can print and save a loan account statement in PDF format.",TRUE
Can the system remind me of my payments or installments?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.system.remind.payment.instal,FAQ: Can the system remind me of my payments or installments?,,"Yes.  A new special service “Remind me” allows you to set up multiple reminders with different frequencies by going to the Dashboard, choose a title for the reminder, a currency and, the start/end dates and follow the steps shown.",TRUE
هل يمكن للنظام تذكيري بأي مدفوعات او اقساط لدى؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.system.remind.payment.instal,FAQ: Can the system remind me of my payments or installments?,,"Yes.  A new special service “Remind me” allows you to set up multiple reminders with different frequencies by going to the Dashboard, choose a title for the reminder, a currency and, the start/end dates and follow the steps shown.",TRUE
Can the details of the different types of mutual funds be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.differ.type.mutual.fund.view,FAQ: Can the details of the different types of mutual funds be viewed?,,"Yes, log in and select “Mutual Funds” from the menu, then click on “Investment Details” to view all details.",TRUE
هل يمكنني عرض تفاصيل صناديق الاستثمار المختلفة؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.differ.type.mutual.fund.view,FAQ: Can the details of the different types of mutual funds be viewed?,,"Yes, log in and select “Mutual Funds” from the menu, then click on “Investment Details” to view all details.",TRUE
"I do not have a mutual fund account, how can an account be created?",ANS.FAQs.alAhlyNet.nbe.mobile.ret.not.mutual.fund.acc.account.creat,"FAQ: I do not have a mutual fund account, how can an account be created?",,You can create an investment account for the first time by selecting the mutual funds service and clicking on “Place Orders” then “Purchase Mutual Funds” to be directed to the screen of opening investment accounts and selecting accounts to be linked to the investment account.,TRUE
لا يوجد لدى حساب صناديق استثمار ، كيف يمكن انشاء الحساب ؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.not.mutual.fund.acc.account.creat,"FAQ: I do not have a mutual fund account, how can an account be created?",,You can create an investment account for the first time by selecting the mutual funds service and clicking on “Place Orders” then “Purchase Mutual Funds” to be directed to the screen of opening investment accounts and selecting accounts to be linked to the investment account.,TRUE
What is the primary account assigned upon opening an investment account?  ,ANS.FAQs.alAhlyNet.nbe.mobile.ret.primari.acc.assign.upon.open.invest.account,FAQ: What is the primary account assigned upon opening an investment account?  ,,The primary account is the account which receives the coupons of mutual fund certificates. It can be changed later if you wish.,TRUE
ما هو الحساب الأساسي الذي يتم تعيينه عند فتح الحساب الاستثماري؟ ,ANS.FAQs.alAhlyNet.nbe.mobile.ret.primari.acc.assign.upon.open.invest.account,FAQ: What is the primary account assigned upon opening an investment account?  ,,The primary account is the account which receives the coupons of mutual fund certificates. It can be changed later if you wish.,TRUE
What are the details of mutual funds that can be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.mutual.fund.view,FAQ: What are the details of mutual funds that can be viewed?,,"•	Outstanding certificate balance 
•	Current value of outstanding certificate balance
•	Latest price of mutual fund certificates
•	Profit share received  ",TRUE
ما هي تفاصيل صناديق الاستثمار التي أستطيع الحصول عليها؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.mutual.fund.view,FAQ: What are the details of mutual funds that can be viewed?,,"•	Outstanding certificate balance 
•	Current value of outstanding certificate balance
•	Latest price of mutual fund certificates
•	Profit share received  ",TRUE
Can I view the details of NBE credit cards via Al Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.view.detail.credit.card,FAQ: Can I view the details of NBE credit cards via Al Ahly Net?,,"Yes. Using the cards services, you can do the following:  
•	Obtain a credit card summary including: Current balance, available limit and payment due date details 
•	Download monthly statements of account. 
•	Make credit card payments. 
•	Inquire about suspended amounts. 
•	Inquire about transactions during the current month. ",TRUE
هل يمكنني الاطلاع علي بطاقات ائتمان البنك الأهلي المصري عن طريق الأهلي نت؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.view.detail.credit.card,FAQ: Can I view the details of NBE credit cards via Al Ahly Net?,,"Yes. Using the cards services, you can do the following:  
•	Obtain a credit card summary including: Current balance, available limit and payment due date details 
•	Download monthly statements of account. 
•	Make credit card payments. 
•	Inquire about suspended amounts. 
•	Inquire about transactions during the current month. ",TRUE
Can I make credit card due payments?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.credit.card.due.payment,FAQ: Can I make credit card due payments?,,"Yes, the payment of credit card due amounts is available to Al Ahly Net/NBE Mobile subscribers.",TRUE
هل يمكنني سداد مستحقات بطاقات الائتمان؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.credit.card.due.payment,FAQ: Can I make credit card due payments?,,"Yes, the payment of credit card due amounts is available to Al Ahly Net/NBE Mobile subscribers.",TRUE
What are the debit card services available through Al Ahly Net/ NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.debit.card.avail,FAQ: What are the debit card services available through Al Ahly Net/ NBE Mobile?,,"•	Activate new/renewed debit card.
•	Request new PIN.
•   Reset the number of failed attempts to zero to enter the PIN .
•	Stop the current card and issue a new one.
",TRUE
ما هي الخدمات المتاحة لبطاقة الخصم المباشر من خلال خدمات الأهلي نت/ الأهلي موبايل؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.debit.card.avail,FAQ: What are the debit card services available through Al Ahly Net/ NBE Mobile?,,"•	Activate new/renewed debit card.
•	Request new PIN.
•   Reset the number of failed attempts to zero to enter the PIN .
•	Stop the current card and issue a new one.
",TRUE
Are debit card services available for both the original and supplementary cards?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.debit.card.avail.origin.supplementari.card,FAQ: Are debit card services available for both the original and supplementary cards?,,"Yes, debit card services are available for both the original and supplementary cards.",TRUE
هل يتم استخدام خدمات بطاقات الخصم المباشر للبطاقة الأصلية والاضافية؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.debit.card.avail.origin.supplementari.card,FAQ: Are debit card services available for both the original and supplementary cards?,,"Yes, debit card services are available for both the original and supplementary cards.",TRUE
Can the different details of prepaid cards be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.differ.detail.prepaid.card.view,FAQ: Can the different details of prepaid cards be viewed?,,"Yes, log in and go to the menu, select “Prepaid Cards”, then click on “Card Details” to view all details.  ",TRUE
هل يمكنني عرض التفاصيل المختلفة للبطاقات المدفوعة مقدما ؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.differ.detail.prepaid.card.view,FAQ: Can the different details of prepaid cards be viewed?,,"Yes, log in and go to the menu, select “Prepaid Cards”, then click on “Card Details” to view all details.  ",TRUE
What are the services available for prepaid cards?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.avail.prepaid.card,FAQ: What are the services available for prepaid cards?,,"•	Inquire about transactions on the card.
•	Activate new and renewed cards.
•	Reset PIN by zeroing out the number of failed attempts  
•	Stop the current card and issue a new one. 
•	Make a transfer to the prepaid card
•   Set a new PIN.",TRUE
ما هي الخدمات التي يمكننى الحصول عليها للبطاقات المدفوعة مقدما؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.avail.prepaid.card,FAQ: What are the services available for prepaid cards?,,"•	Inquire about transactions on the card.
•	Activate new and renewed cards.
•	Reset PIN by zeroing out the number of failed attempts  
•	Stop the current card and issue a new one. 
•	Make a transfer to the prepaid card
•   Set a new PIN.",TRUE
Can I apply for NBE’s products?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.appli.product,FAQ: Can I apply for NBE’s products?,,"Yes, you can apply for a personal or auto loan/credit card via Al Ahly Net/NBE Mobile after completing and uploading all required documents.",TRUE
هل يمكنني تقديم طلب للحصول على منتجات البنك الأهلي المصرى؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.appli.product,FAQ: Can I apply for NBE’s products?,,"Yes, you can apply for a personal or auto loan/credit card via Al Ahly Net/NBE Mobile after completing and uploading all required documents.",TRUE
Can I track the status of the submitted loan application? ,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.statu.submit.loan.app,FAQ: Can I track the status of the submitted loan application? ,,"You can track the loan status by going to the menu, and clicking on “Loan/Credit Card Application”, then clicking on “Track Application” to view the application status.  ",TRUE
كيف يمكن متابعه حالة طلب القرض الذي تم تقديمة؟ ,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.statu.submit.loan.app,FAQ: Can I track the status of the submitted loan application? ,,"You can track the loan status by going to the menu, and clicking on “Loan/Credit Card Application”, then clicking on “Track Application” to view the application status.  ",TRUE
Can I amend my personal information via Al Ahly Net/ NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.amend.person.info,FAQ: Can I amend my personal information via Al Ahly Net/ NBE Mobile?,,"Yes, you can amend the following personal information via Al Ahly Net/ NBE Mobile: email, number of dependents, educational qualification, type of residence, home phone number, correspondence address and annual income category.",TRUE
هل يمكنني تعديل البيانات الشخصية من خلال الأهلي نت/ الأهلي موبايل؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.amend.person.info,FAQ: Can I amend my personal information via Al Ahly Net/ NBE Mobile?,,"Yes, you can amend the following personal information via Al Ahly Net/ NBE Mobile: email, number of dependents, educational qualification, type of residence, home phone number, correspondence address and annual income category.",TRUE
Do standing instructions enable making transfer outside the customer's accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.stand.instruct.enabl.make.transfer.outsid.custom.acc,FAQ: Do standing instructions enable making transfer outside the customer's accounts?,," Yes, this service enables you to set up standing instructions to make transfers to other customers of National Bank of Egypt only. The beneficiary account has to be registered first then a hard token/ soft token is used to authorize the transfer to ensure successful execution.   ",TRUE
هل تتيح خدمة التعليمات المستديمة للتحويل خارج حسابات العميل؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.stand.instruct.enabl.make.transfer.outsid.custom.acc,FAQ: Do standing instructions enable making transfer outside the customer's accounts?,," Yes, this service enables you to set up standing instructions to make transfers to other customers of National Bank of Egypt only. The beneficiary account has to be registered first then a hard token/ soft token is used to authorize the transfer to ensure successful execution.   ",TRUE
Can standing instructions be modified or stopped?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.stand.instruct.modifi.stop,FAQ: Can standing instructions be modified or stopped?,,"Yes, you can stop standing instructions but you cannot modify them.",TRUE
هل يمكنني التعديل او إيقاف التعليمات المستديمة التي تم انشاءها؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.stand.instruct.modifi.stop,FAQ: Can standing instructions be modified or stopped?,,"Yes, you can stop standing instructions but you cannot modify them.",TRUE
Can the details of executed standing instructions be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.execut.stand.instruct.view,FAQ: Can the details of executed standing instructions be viewed?,,"Yes, you can view the number of both executed and unexecuted standing instructions.    ",TRUE
هل يمكنني الاطلاع على تفاصيل التعليمات المستديمة المنفذة ؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.execut.stand.instruct.view,FAQ: Can the details of executed standing instructions be viewed?,,"Yes, you can view the number of both executed and unexecuted standing instructions.    ",TRUE
Can a primary account be selected for carrying out financial transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.primari.acc.select.carri.financi.transact,FAQ: Can a primary account be selected for carrying out financial transactions?,,"Yes, you can select a favourite account to be the primary account for carrying out financial transactions by going to the menu>Personal Information and Settings>Primary Account Number",TRUE
هل يمكنني ضبط حساب اساسي لأجراء المعاملات المالية منه؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.primari.acc.select.carri.financi.transact,FAQ: Can a primary account be selected for carrying out financial transactions?,,"Yes, you can select a favourite account to be the primary account for carrying out financial transactions by going to the menu>Personal Information and Settings>Primary Account Number",TRUE
Can I open an account via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.open.acc,FAQ: Can I open an account via Al Ahly Net/NBE Mobile?,,"Yes, you can open a new sub-account as long as you do not have the same type of account in the same currency. Your personal information must also be updated. In case a message indicating that your personal information expired is displayed, refer to the branch to update your information. ",TRUE
هل يمكنني فتح حساب عن طريق خدمة الاهلي نت والموبيل البنكي؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.open.acc,FAQ: Can I open an account via Al Ahly Net/NBE Mobile?,,"Yes, you can open a new sub-account as long as you do not have the same type of account in the same currency. Your personal information must also be updated. In case a message indicating that your personal information expired is displayed, refer to the branch to update your information. ",TRUE
Can I choose the branch of the new sub-account?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.choos.branch.new.sub.acc,FAQ: Can I choose the branch of the new sub-account?,,"Yes, you can choose the branch and governorate.",TRUE
هل يمكنني اختيار فرع الحساب الفرعي الجديد؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.choos.branch.new.sub.acc,FAQ: Can I choose the branch of the new sub-account?,,"Yes, you can choose the branch and governorate.",TRUE
Can I submit an I-Score credit report request via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.submit.score.credit.report.request,FAQ: Can I submit an I-Score credit report request via Al Ahly Net/NBE Mobile?,,You can now submit an I-Score credit report request via Al Ahly Net/NBE Mobile to receive the report directly and save it in PDF format.,TRUE
هل يمكن تقديم طلب استعلام ائتماني I-Score من خلال الأهلي نت/ الأهلي موبايل؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.submit.score.credit.report.request,FAQ: Can I submit an I-Score credit report request via Al Ahly Net/NBE Mobile?,,You can now submit an I-Score credit report request via Al Ahly Net/NBE Mobile to receive the report directly and save it in PDF format.,TRUE
 What are the services available via Al Ahly Net/ NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.avail,FAQ:  What are the services available via Al Ahly Net/ NBE Mobile?,,"o	Inquire about accounts, certificates, deposits, loans and mutual fund certificates. 
o	Inquire about letters of guarantee, marine letters of guarantees, documentary collections and shipping bills.
o	Transfers (internal/domestic transfers).
o	Purchase and redeem deposits and certificates and amend their maturity instructions. 
o	Purchase and redeem mutual fund certificates. 
o	Fawry payment services.
o	Transfer funds to e-wallets. 
o	Donations. 
o	Other services (Click here to show all Al Ahly Net-Corporate services via our website)

",TRUE
 ما هي الخدمات المتاحة من خلال الاهلي نت والاهلي موبايل؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.avail,FAQ:  What are the services available via Al Ahly Net/ NBE Mobile?,,"o	Inquire about accounts, certificates, deposits, loans and mutual fund certificates. 
o	Inquire about letters of guarantee, marine letters of guarantees, documentary collections and shipping bills.
o	Transfers (internal/domestic transfers).
o	Purchase and redeem deposits and certificates and amend their maturity instructions. 
o	Purchase and redeem mutual fund certificates. 
o	Fawry payment services.
o	Transfer funds to e-wallets. 
o	Donations. 
o	Other services (Click here to show all Al Ahly Net-Corporate services via our website)

",TRUE
 How can I subscribe to Al Ahly Net & Al Ahly Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.subscrib,FAQ:  How can I subscribe to Al Ahly Net & Al Ahly Mobile?,, You can subscribe by visiting the nearest NBE branch.,TRUE
 كيف يمكنني الاشتراك في خدمة الأهلي نت/ الأهلي موبايل؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.subscrib,FAQ:  How can I subscribe to Al Ahly Net & Al Ahly Mobile?,, You can subscribe by visiting the nearest NBE branch.,TRUE
 How can I get a password to use Al Ahly Net & NBE Mobile? ,ANS.FAQs.alAhlyNet.nbe.mobile.corp.password.us,FAQ:  How can I get a password to use Al Ahly Net & NBE Mobile? ,," After subscribing to the service, the user name and corporate ID will be sent to the email registered in the application and a “Login Passcode” will be sent to the mobile phone registered at the bank to be used in creating your ""Login Password”.",TRUE
 كيف يمكنني الحصول على كلمة المرور لخدمة الأهلي نت/ الأهلي موبايل؟ ,ANS.FAQs.alAhlyNet.nbe.mobile.corp.password.us,FAQ:  How can I get a password to use Al Ahly Net & NBE Mobile? ,," After subscribing to the service, the user name and corporate ID will be sent to the email registered in the application and a “Login Passcode” will be sent to the mobile phone registered at the bank to be used in creating your ""Login Password”.",TRUE
" Can the ""Login Password” be changed?",ANS.FAQs.alAhlyNet.nbe.mobile.corp.login.password.chang,"FAQ:  Can the ""Login Password” be changed?",," Yes, you can change the ""Login Password” by clicking on “Change Password>Enter Old Password> New Password>Confirm New Password”. ",TRUE
" هل يمكنني تغيير كلمة المرور "" Login Password""؟",ANS.FAQs.alAhlyNet.nbe.mobile.corp.login.password.chang,"FAQ:  Can the ""Login Password” be changed?",," Yes, you can change the ""Login Password” by clicking on “Change Password>Enter Old Password> New Password>Confirm New Password”. ",TRUE
 What happens if an incorrect login password is entered?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.happen.incorrect.login.password.enter,FAQ:  What happens if an incorrect login password is entered?,,"  In case of making 5 failed attempts to enter the login password, the user will be suspended and the “Forgot Password” service can be used to receive a new passcode on your mobile or visit the nearest branch to request a new passcode to be sent to your mobile phone. ",TRUE
 ماذا يحدث إذا تم ادخال كلمة المرور بطريقة غير صحيحة؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.happen.incorrect.login.password.enter,FAQ:  What happens if an incorrect login password is entered?,,"  In case of making 5 failed attempts to enter the login password, the user will be suspended and the “Forgot Password” service can be used to receive a new passcode on your mobile or visit the nearest branch to request a new passcode to be sent to your mobile phone. ",TRUE
 Which web browser can be used to access Al Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.web.browser.us.access,FAQ:  Which web browser can be used to access Al Ahly Net?,," Supported browsers are Microsoft Edge, Firefox & Google Chrome. Please use the latest versions of these browsers to ensure that the system runs smoothly.",TRUE
 أي من انواع المتصفحات يمكن استخدامها؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.web.browser.us.access,FAQ:  Which web browser can be used to access Al Ahly Net?,," Supported browsers are Microsoft Edge, Firefox & Google Chrome. Please use the latest versions of these browsers to ensure that the system runs smoothly.",TRUE
 Is Al Ahly Mobile application supported by Android and IOS mobile operating systems?  ,ANS.FAQs.alAhlyNet.nbe.mobile.corp.app.support.android.io.oper.system,FAQ:  Is Al Ahly Mobile application supported by Android and IOS mobile operating systems?  ,," Yes, the application is supported by Android 9 and later versions and IOS 11 and later versions.",TRUE
 هل يدعم تطبيق الاهلي موبايل أنظمة اندرويد و IOS ؟ ,ANS.FAQs.alAhlyNet.nbe.mobile.corp.app.support.android.io.oper.system,FAQ:  Is Al Ahly Mobile application supported by Android and IOS mobile operating systems?  ,," Yes, the application is supported by Android 9 and later versions and IOS 11 and later versions.",TRUE
 What is the maximum number of users for a single corporate customer?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.max.number.user.singl.corp.custom,FAQ:  What is the maximum number of users for a single corporate customer?,, There is no maximum limit for the number of corporate users including makers and checkers.  ,TRUE
 ما هو الحد الأقصى لعدد المستخدمين للشركة الواحدة؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.max.number.user.singl.corp.custom,FAQ:  What is the maximum number of users for a single corporate customer?,, There is no maximum limit for the number of corporate users including makers and checkers.  ,TRUE
 Can financial transactions be carried out by both a maker and a checker?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.financi.transact.carri.maker.checker,FAQ:  Can financial transactions be carried out by both a maker and a checker?,," Yes, financial transactions can be carried out by a maker and a checker. The corporate customer may also specify up to five levels of revision for each transaction. Confirmation steps of a financial transactions can be set up through a group of checkers in a single menu for confirmation by any one user or checker in each revision level according to the financial authority granted by the corporate customer to each user.",TRUE
 هل يمكن تنفيذ المعاملات المالية من خلال مُعد و مُراجع ؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.financi.transact.carri.maker.checker,FAQ:  Can financial transactions be carried out by both a maker and a checker?,," Yes, financial transactions can be carried out by a maker and a checker. The corporate customer may also specify up to five levels of revision for each transaction. Confirmation steps of a financial transactions can be set up through a group of checkers in a single menu for confirmation by any one user or checker in each revision level according to the financial authority granted by the corporate customer to each user.",TRUE
 Can a corporate customer use a soft token?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.corp.custom.us.soft.token,FAQ:  Can a corporate customer use a soft token?,, Not available. Corporate customers can only obtain a hard token from the nearest NBE branch.,TRUE
 هل يمكن استخدام Soft Token  للشركات ؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.corp.custom.us.soft.token,FAQ:  Can a corporate customer use a soft token?,, Not available. Corporate customers can only obtain a hard token from the nearest NBE branch.,TRUE
 Can Al Ahly Mobile be used in carrying out the financial transactions of a corporate customer?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.us.carri.financi.transact.corp.custom,FAQ:  Can Al Ahly Mobile be used in carrying out the financial transactions of a corporate customer?,," Yes, it can be used.  ",TRUE
 هل يمكن استخدم تطبيق الاهلي موبايل لإجراء المعاملات المالية للشركات؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.us.carri.financi.transact.corp.custom,FAQ:  Can Al Ahly Mobile be used in carrying out the financial transactions of a corporate customer?,," Yes, it can be used.  ",TRUE
Is logging in to Al Ahly Mobile using facial recognition/fingerprint available to corporate customers?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.log.us.facial.recognit.fingerprint.avail.corp.custom,FAQ: Is logging in to Al Ahly Mobile using facial recognition/fingerprint available to corporate customers?,,"Yes, it is available to corporate customers if supported by the mobile phone used.",TRUE
هل تسجيل الدخول على خدمة الموبايل البنكي باستخدام معرف البصمة او معرف الوجه متاح للعملاء من الشركات؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.log.us.facial.recognit.fingerprint.avail.corp.custom,FAQ: Is logging in to Al Ahly Mobile using facial recognition/fingerprint available to corporate customers?,,"Yes, it is available to corporate customers if supported by the mobile phone used.",TRUE
How can I adjust Al Ahly Mobile login settings to enable facial recognition/fingerprint? ,ANS.FAQs.alAhlyNet.nbe.mobile.corp.adjust.login.set.enabl.facial.recognit.fingerprint,FAQ: How can I adjust Al Ahly Mobile login settings to enable facial recognition/fingerprint? ,,"You can log in using facial recognition/fingerprint by logging in using the biometric authentication on the login page, or going to menu>Account Settings>Personal Preferences>Biometric Authentication>Enable Biometric Authentication Login, then enter the password and OTP sent to the mobile phone to enable facial recognition/fingerprint ",TRUE
كيف يمكنني اعداد تسجيل الدخول على خدمة الموبيل البنكي باستخدام معرف البصمة / معرف الوجه؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.adjust.login.set.enabl.facial.recognit.fingerprint,FAQ: How can I adjust Al Ahly Mobile login settings to enable facial recognition/fingerprint? ,,"You can log in using facial recognition/fingerprint by logging in using the biometric authentication on the login page, or going to menu>Account Settings>Personal Preferences>Biometric Authentication>Enable Biometric Authentication Login, then enter the password and OTP sent to the mobile phone to enable facial recognition/fingerprint ",TRUE
Can facial recognition & fingerprint be used together to log in to Al Ahly Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.facial.recognit.fingerprint.us.togeth.log,FAQ: Can facial recognition & fingerprint be used together to log in to Al Ahly Mobile?,,"Yes, in case your mobile phone supports using facial recognition & fingerprint simultaneously, they can both be used for login.",TRUE
هل يمكنني استخدام بصمة الوجه / بصمة الاصبع معا للدخول على خدمة الموبايل البنكي؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.facial.recognit.fingerprint.us.togeth.log,FAQ: Can facial recognition & fingerprint be used together to log in to Al Ahly Mobile?,,"Yes, in case your mobile phone supports using facial recognition & fingerprint simultaneously, they can both be used for login.",TRUE
 How can I track financial transactions carried out on the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.track.financi.transact.carri.acc,FAQ:  How can I track financial transactions carried out on the accounts?,," Go to the menu>Current and Savings >”Account Activity”>  choose “From” and “To” dates from the drop down menu, then click on “Apply”; or go to “Account Details” then click on “Account Activity” icon.",TRUE
 كيف يمكنني متابعة المعاملات المالية للحسابات؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.track.financi.transact.carri.acc,FAQ:  How can I track financial transactions carried out on the accounts?,," Go to the menu>Current and Savings >”Account Activity”>  choose “From” and “To” dates from the drop down menu, then click on “Apply”; or go to “Account Details” then click on “Account Activity” icon.",TRUE
 Can financial transactions be printed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.financi.transact.print,FAQ:  Can financial transactions be printed?,," Yes, the account activity can be printed and saved in PDF, CSV & MT940 formats for corporate customers.",TRUE
 هل يمكنني طباعة المعاملات المالية للحسابات؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.financi.transact.print,FAQ:  Can financial transactions be printed?,," Yes, the account activity can be printed and saved in PDF, CSV & MT940 formats for corporate customers.",TRUE
 Can debit and credit transactions be viewed separately?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.debit.credit.transact.view.separ,FAQ:  Can debit and credit transactions be viewed separately?,," Yes, you can view debit transactions only or credit transactions only by choosing the transaction type from the drop down menu on the “Account Activity” screen.",TRUE
 هل يمكن عرض نشاط الحساب للمعاملات المدينة فقط او الدائنة فقط؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.debit.credit.transact.view.separ,FAQ:  Can debit and credit transactions be viewed separately?,," Yes, you can view debit transactions only or credit transactions only by choosing the transaction type from the drop down menu on the “Account Activity” screen.",TRUE
 How can the account details be obtained?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.acc.detail.obtain,FAQ:  How can the account details be obtained?,," Go to menu>Accounts> Current and Savings> Account Details, then select the account via Account Financial Summary, or select the account you wish to view from the “Account Financial Summary” from “Home” page.",TRUE
 كيف يمكنني الحصول على تفاصيل الحساب؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.acc.detail.obtain,FAQ:  How can the account details be obtained?,," Go to menu>Accounts> Current and Savings> Account Details, then select the account via Account Financial Summary, or select the account you wish to view from the “Account Financial Summary” from “Home” page.",TRUE
 What are the account details that can be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.acc.detail.view,FAQ:  What are the account details that can be viewed?,, Account type/currency>Branch>Account status>Account opening date>IBAN No.>Net available balance>Amount on hold>Amount under collection>Equivalent balance>Withdrawal limit>Utilized balance>Minimum balance required.,TRUE
